vid,score,label
z3219jfclpn,1.9285714285714288,C1B2_C2B1
z3219chsdvd,2.0,C1B2_C2B1
g30787l88pi,1.5588235294117647,C1B2_C2B1
b3111yijt8t,1.7741935483870968,C1B2_C2B1
y00348k1e7f,1.7241379310344829,C1B2_C2B1
x30788egja4,1.9,C1B2_C2B1
c31188zpzyx,2.0,C1B2_C2B1
l09754qhi1b,1.6804123711340206,C1B2_C2B1
x3105k82ep3,1.5985401459854014,C1B2_C2B1
y0980ldvqwv,1.8888888888888888,C1B2_C2B1
g0977ij46j1,2.0,C1B2_C2B1
l3079fhfb34,1.52,C1B2_C2B1
l3115hvyuga,1.5,C1B2_C2B1
r3219zybo2x,1.6666666666666667,C1B2_C2B1
v3102692rxy,2.0,C1B2_C2B1
o3152zs91qc,1.565217391304348,C1B2_C2B1
g0975qtdj0j,1.5416666666666667,C1B2_C2B1
q3105x8m3ky,1.6,C1B2_C2B1
l3102lxrapo,1.5384615384615383,C1B2_C2B1
x3104v9t4bl,2.0,C1B2_C2B1
w3101718clp,1.5,C1B2_C2B1
q3079dxrpiv,1.5490196078431373,C1B2_C2B1
s3102rfny84,1.9,C1B2_C2B1
k3111uyc5r1,1.9464285714285716,C1B2_C2B1
y3107imaq85,2.0,C1B2_C2B1
y0976jn4m03,2.0,C1B2_C2B1
s311478subv,1.9090909090909087,C1B2_C2B1
a3079ovfaah,1.9545454545454544,C1B2_C2B1
x3102s7r4kr,2.0,C1B2_C2B1
z3127g7ooek,1.588235294117647,C1B2_C2B1
k30824bj512,1.818181818181818,C1B2_C2B1
a3082ftwcim,2.0,C1B2_C2B1
e314231ozk4,1.7272727272727273,C1B2_C2B1
z3103xb1kyt,1.5,C1B2_C2B1
n3116j7951i,1.8846153846153848,C1B2_C2B1
z3102ivzdpb,2.0,C1B2_C2B1
f3080tvinfx,1.5535714285714286,C1B2_C2B1
v3102yiyiaa,1.9090909090909087,C1B2_C2B1
e31108uvkv2,2.0,C1B2_C2B1
d3232x1uiwv,1.655367231638418,C1B2_C2B1
z3232nouq5k,1.7073170731707317,C1B2_C2B1
j32325cnl5j,1.5735294117647058,C1B2_C2B1
c3232rmvkvv,1.6428571428571428,C1B2_C2B1
o3231bww6jd,1.818181818181818,C1B2_C2B1
z3229jh58jr,1.9375,C1B2_C2B1
y3228rdwwzg,2.0,C1B2_C2B1
w32289hwhqh,1.5,C1B2_C2B1
l3227kwgsxd,2.0,C1B2_C2B1
